Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
2021/03/06,48591.0,880871.0,460127,287811,0.311,14460254085.0,13.152,6.254,9.474,906061024150,258644.0,697.77,40281,128.115,7.583,1002900,14.133
2021/03/07,50194.0,875061.0,442729,260593,0.324,16737731974.0,13.72,6.312,9.863,935995718269,410320.0,846.965,68935,137.583,7.245,880049,14.11
2021/03/08,50778.0,852833.0,505381,291800,0.325,27037379011.0,15.757,7.344,9.29,946934964205,340933.0,925.55,81828,146.514,8.552,991359,14.08
2021/03/09,53969.0,875432.0,536341,299542,0.332,29962413984.0,18.943,8.885,10.286,1006482027303,351313.0,1135.0,85849,171.991,10.731,908177,14.097
2021/03/10,55356.0,898425.0,580651,344539,0.375,28894685618.0,17.716,9.383,9.664,1032397602941,274143.0,1014.0,81908,170.42,10.591,1027662,14.107
2021/03/11,56264.0,893181.0,537115,291113,0.358,30327009188.0,21.468,11.063,10.909,1049378371684,325750.0,1105.0,95858,157.426,11.871,939125,14.117
2021/03/12,56840.0,884413.0,563869,320594,0.383,30382121950.0,20.783,10.245,9.6,1060175530645,248755.0,984.937,104787,154.201,11.119,1038846,14.135
2021/03/13,58772.0,853246.0,494888,276929,0.384,26945740122.0,24.808,11.456,10.07,1096262387096,254221.0,1119.0,154790,207.626,11.572,925503,14.158
2021/03/14,60475.0,892850.0,482852,307893,0.397,23602464257.0,17.368,8.212,9.172,1128089409418,257249.0,772.375,102059,196.531,8.27,1015723,14.201
2021/03/15,57111.0,870500.0,543887,292083,0.37,33369754964.0,22.263,11.511,9.73,1073660438971,256907.0,1118.0,116563,176.729,10.89,987942,14.297
2021/03/16,55340.0,881428.0,569487,319344,0.361,31435863105.0,19.128,9.269,9.664,1032545698462,253280.0,981.368,99951,162.274,10.6,1033367,14.277
2021/03/17,56137.0,900627.0,568062,295983,0.349,25799457635.0,20.073,11.225,10.588,1047147207069,276690.0,1011.0,106258,157.531,11.079,971402,14.277
2021/03/18,58477.0,884838.0,612756,331566,0.425,26842688639.0,24.206,11.996,9.474,1091192728090,230138.0,998.345,106755,155.945,12.627,1021309,14.299
2021/03/19,58278.0,890748.0,585917,316032,0.377,25479542219.0,21.453,10.283,9.73,1087357958333,226492.0,949.944,106380,139.823,11.177,997809,14.314
2021/03/20,58776.0,869455.0,492985,286794,0.369,19001728770.0,17.289,7.307,9.351,1096737466139,237133.0,786.308,92396,128.959,8.062,974431,14.318
2021/03/21,57303.0,846739.0,410038,234780,0.358,17533683606.0,14.866,5.512,9.231,1069364387885,271008.0,835.452,80437,131.404,5.883,936115,14.369
2021/03/22,56801.0,870478.0,547061,297259,0.341,28248075312.0,16.246,7.381,9.536,1059977262366,248804.0,972.241,103950,138.508,8.268,965418,14.379
2021/03/23,54699.0,872661.0,562786,314073,0.345,37921490830.0,14.165,6.616,8.944,1020809090311,316802.0,922.318,94277,141.034,7.482,1083569,14.338
2021/03/24,55143.0,880506.0,552105,304941,0.331,33574543475.0,14.91,7.533,9.474,1029146872689,296800.0,980.627,130216,158.532,7.99,990377,14.364
2021/03/25,52127.0,892913.0,601208,318408,0.332,42386358281.0,13.789,6.178,9.351,972919538753,280559.0,919.162,137938,171.704,8.05,1083562,14.329
2021/03/26,53208.0,872522.0,556632,293474,0.325,31902997837.0,14.729,7.413,10.588,993128213373,263813.0,1028.0,137602,142.016,8.728,891746,14.282
2021/03/27,55175.0,899006.0,492042,288100,0.35,20326318231.0,12.761,5.406,9.057,1029912080094,236188.0,775.381,106231,128.065,6.287,1001179,14.286
2021/03/28,55835.0,876628.0,418298,248446,0.339,18020695813.0,13.035,5.247,9.057,1042283088650,206956.0,755.722,86361,124.396,5.518,925338,14.281
2021/03/29,56910.0,877636.0,533464,303154,0.352,30355000226.0,15.159,7.928,9.536,1062404950140,301762.0,1042.0,104638,137.011,7.886,911249,14.327
2021/03/30,58349.0,885075.0,575416,320944,0.365,27082239353.0,17.563,9.001,9.863,1089310411874,272247.0,1008.0,111290,145.353,9.577,1000015,14.332
2021/03/31,58700.0,883290.0,607613,332592,0.389,30294388402.0,18.084,8.787,9.172,1095926423805,240534.0,980.646,108145,144.583,9.459,1050294,14.331
2021/04/01,58868.0,886005.0,561167,311794,0.338,32626194402.0,16.992,8.579,9.931,1099121102988,257955.0,998.433,69301,154.82,9.037,1002317,14.33
2021/04/02,59266.0,884061.0,558303,305648,0.353,30385803529.0,17.337,8.719,10.286,1106599286693,268420.0,1003.0,30540,143.921,9.275,937863,14.34
2021/04/03,58933.0,884107.0,480392,281586,0.341,21242591514.0,17.568,8.787,10.992,1100431771995,280926.0,866.506,75450,126.514,9.303,826749,14.319
2021/04/04,57705.0,874973.0,413606,245861,0.341,15740704522.0,15.771,7.212,9.863,1077553114989,271675.0,744.38,87528,122.156,6.863,893180,14.321
2021/04/05,58085.0,862111.0,527581,288890,0.363,31203908995.0,18.992,8.591,9.231,1084708156667,352131.0,988.352,44761,130.459,8.837,1040641,14.278
2021/04/06,58460.0,884008.0,571802,309421,0.351,44551728737.0,20.105,9.613,10.0,1091752439532,399032.0,1057.0,32289,129.655,10.578,1029256,14.235
2021/04/07,56977.0,888534.0,591527,321162,0.359,33924614678.0,17.927,8.521,9.172,1064111441398,301682.0,958.7,86985,129.445,9.341,1058938,14.26
2021/04/08,57176.0,883754.0,533551,278400,0.296,34178632541.0,18.808,9.433,10.746,1067884294500,308327.0,993.544,104094,121.452,9.861,976554,14.277
2021/04/09,58209.0,888748.0,598986,324568,0.407,33237308602.0,20.873,9.472,9.474,1087236913470,285991.0,932.189,102638,112.812,10.919,1045474,14.323
2021/04/10,59866.0,881319.0,505202,298929,0.344,29236257341.0,18.022,8.212,9.172,1118247770164,308410.0,799.178,110849,130.316,8.404,1032385,14.359
2021/04/11,59794.0,863582.0,431628,253304,0.34,19458041566.0,14.868,6.457,9.931,1116950956402,323171.0,779.714,94714,124.765,6.502,915759,14.342
2021/04/12,60108.0,883178.0,510887,291225,0.35,37306131169.0,18.942,8.558,10.0,1122868810393,346001.0,1126.0,132176,128.714,9.258,969344,14.388
2021/04/13,62149.0,876351.0,513879,310071,0.368,45229571000.0,20.41,9.971,10.141,1161057410251,382819.0,1167.0,171108,178.476,10.297,1003818,14.41
2021/04/14,63438.0,902130.0,519415,297359,0.409,49629168041.0,29.053,13.477,10.667,1185186761045,389263.0,1285.0,161204,193.005,13.903,949048,14.464
2021/04/15,62899.0,892547.0,554823,359268,0.426,36809487178.0,27.187,12.136,8.372,1175194413781,323211.0,974.167,110223,164.392,12.627,1196069,14.513
2021/04/16,61731.0,879567.0,420883,219601,0.289,52037999764.0,39.445,16.799,13.981,1153396629141,516536.0,1462.0,113640,177.284,17.903,830078,14.58
2021/04/17,61305.0,879676.0,353899,194489,0.369,21792593371.0,51.56,23.738,15.824,1145470060160,359703.0,1459.0,100583,147.984,22.344,773272,14.574
2021/04/18,56083.0,900314.0,449307,274611,0.434,42645634219.0,43.853,19.648,11.613,1047943240943,337989.0,1116.0,178464,267.181,21.703,954286,14.568
2021/04/19,56387.0,855365.0,427361,208316,0.408,29892429385.0,58.418,26.889,14.845,1053668050201,346249.0,1503.0,122950,207.574,26.262,751010,14.505
2021/04/20,55518.0,877935.0,536926,279849,0.448,67407460741.0,59.878,26.442,11.25,1037471672885,370719.0,1219.0,112302,185.894,27.402,965161,14.523
2021/04/21,55452.0,895948.0,467300,225920,0.372,66373161965.0,62.779,28.392,14.257,1036277138448,473725.0,1284.0,96848,153.903,28.844,787582,14.522
2021/04/22,53812.0,887672.0,506784,274467,0.449,61007747833.0,58.718,24.369,10.07,1005674091202,429103.0,1253.0,108961,174.93,25.108,981596,14.533
2021/04/23,49891.0,893218.0,524077,295596,0.339,59597772214.0,45.518,20.597,10.667,932437773885,368625.0,1123.0,132963,276.62,24.229,931624,14.601
2021/04/24,50077.0,880543.0,451278,290545,0.331,31002971914.0,29.025,12.562,9.931,935961171265,275845.0,654.858,86049,191.32,15.677,911731,14.611
2021/04/25,49657.0,884132.0,385161,240900,0.289,28949335984.0,23.971,9.017,10.213,928155504766,337302.0,649.973,81258,172.196,11.663,849115,14.694
2021/04/26,53000.0,893442.0,477435,240573,0.295,50940323283.0,36.957,17.267,12.632,990675646766,474291.0,1230.0,110552,179.781,19.065,791356,14.685
2021/04/27,54583.0,883378.0,541232,297967,0.375,66849336208.0,29.732,14.219,10.141,1020303582970,419084.0,971.659,102971,166.215,15.467,969613,14.719
2021/04/28,54785.0,884986.0,519237,276984,0.334,46167808612.0,26.888,13.148,10.141,1024138212277,396534.0,958.806,97333,149.503,13.288,1018397,14.744
2021/04/29,53891.0,876992.0,511804,259343,0.331,36995112855.0,30.096,14.305,11.803,1007462600138,439029.0,1160.0,96503,132.646,15.969,856639,14.781
2021/04/30,55260.0,868778.0,536472,289244,0.361,30112861243.0,27.357,12.643,9.931,1033104517947,437538.0,1087.0,92350,133.512,13.651,975112,14.817
2021/05/01,57787.0,882992.0,482619,262852,0.357,16102325162.0,22.45,9.552,10.36,1080393811471,353558.0,838.394,99595,136.871,10.523,885897,14.805
2021/05/02,56860.0,826395.0,412840,235029,0.42,12275331888.0,20.554,8.265,7.784,1063135695455,360724.0,840.168,78756,119.375,6.85,1071125,14.832
2021/05/03,57912.0,836599.0,524379,286830,0.389,33410008177.0,22.395,10.556,8.136,1082875934006,435999.0,1044.0,89710,133.043,9.118,1053210,14.847
2021/05/04,55308.0,886171.0,563505,300643,0.362,34437152560.0,18.286,8.296,7.956,1034237381397,419513.0,1020.0,87287,142.121,8.081,1076403,14.88
2021/05/05,55872.0,873874.0,598865,309617,0.348,35491127512.0,18.029,8.533,9.172,1044835343355,329957.0,995.399,93866,138.075,9.245,1063848,14.893
2021/05/06,56974.0,870005.0,626069,311210,0.403,32123009753.0,20.05,9.467,8.471,1065501089567,331015.0,1019.0,84935,137.223,9.349,1024306,14.906
2021/05/07,56818.0,876361.0,598170,307816,0.379,42781516993.0,19.265,8.647,8.372,1062647482769,358005.0,989.07,103515,126.983,8.854,995365,14.925
2021/05/08,58527.0,894631.0,540728,274520,0.373,24933917376.0,18.595,7.739,8.421,1094685223798,293405.0,950.95,82542,130.702,7.55,974819,14.945
2021/05/09,57981.0,856554.0,482269,247680,0.383,23667105476.0,16.394,6.871,7.742,1084534831442,254195.0,884.45,62002,136.554,5.686,1081356,14.949
2021/05/10,57763.0,873492.0,585547,303117,0.373,35571721390.0,19.25,8.25,8.0,1080529816753,269256.0,1092.0,74446,138.576,8.244,1144292,14.995
2021/05/11,55852.0,866430.0,605733,311943,0.37,28925341353.0,14.645,6.385,8.372,1044828022212,215614.0,988.428,72974,131.857,7.074,1032122,15.035
2021/05/12,55961.0,866785.0,575074,300280,0.371,40783825308.0,14.347,5.866,8.372,1046928268168,290172.0,1035.0,104572,141.278,6.686,1083920,15.184
2021/05/13,49849.0,877885.0,571087,276311,0.272,68020393129.0,12.966,5.027,8.944,932636583479,451295.0,1243.0,249599,338.27,6.67,1036314,15.19
2021/05/14,50185.0,883117.0,539733,265921,0.258,56772901814.0,13.823,5.784,10.746,938962162235,432360.0,1073.0,120644,207.421,8.046,883598,15.238
2021/05/15,48875.0,882398.0,445070,231976,0.243,44905588095.0,13.159,5.335,11.707,914493995189,404818.0,973.53,95522,169.969,7.518,824216,15.275
2021/05/16,47738.0,874337.0,398506,219303,0.266,34764586378.0,11.34,4.767,10.909,893250154710,397725.0,964.506,148557,182.1,5.943,810985,15.287
2021/05/17,44336.0,887113.0,454256,250789,0.242,55293559731.0,13.469,6.012,11.901,829643681939,457314.0,1201.0,184558,259.986,9.157,858089,15.372
2021/05/18,44192.0,874189.0,417958,220918,0.208,34543986323.0,13.436,6.492,14.4,826971370305,373710.0,1203.0,120021,197.256,9.708,733801,15.326
2021/05/19,39146.0,880212.0,505047,263294,0.255,53956072578.0,18.246,8.264,11.52,732571675824,450143.0,1829.0,363566,505.899,13.582,884253,15.239
2021/05/20,39826.0,897022.0,488774,227927,0.226,58855007137.0,23.148,10.081,12.857,745332584769,498229.0,1521.0,173415,379.363,15.92,835102,15.316
2021/05/21,39137.0,901568.0,490983,226241,0.228,46344046178.0,22.663,10.23,13.091,732457598072,379726.0,1272.0,185009,294.204,16.013,795684,15.331
2021/05/22,37516.0,879055.0,415931,223684,0.227,33337657665.0,17.171,7.789,12.414,702150147951,396228.0,849.35,174133,259.374,12.38,787813,15.346
2021/05/23,35087.0,849326.0,370608,194201,0.187,36241334696.0,14.708,6.215,12.101,656715712869,402813.0,998.565,160368,304.794,9.871,856651,15.352
2021/05/24,37011.0,883088.0,454269,234629,0.22,47477048251.0,15.27,6.979,11.429,692759884445,411655.0,1094.0,151342,284.611,10.952,839856,15.273
2021/05/25,38084.0,878431.0,463612,233521,0.203,46177233761.0,13.996,6.668,11.707,712863169620,373314.0,1010.0,107640,224.793,10.047,828021,15.285
2021/05/26,39251.0,898395.0,467813,230631,0.226,50828242455.0,13.249,6.032,11.803,734734248513,378094.0,1025.0,114558,195.924,9.268,834755,15.331
2021/05/27,38812.0,899516.0,444499,213918,0.193,42353576022.0,11.995,5.438,12.308,726544689552,359587.0,1074.0,100263,167.874,8.296,754805,15.328
2021/05/28,36624.0,872404.0,463180,218192,0.205,73389096918.0,11.672,5.08,12.101,685619996554,486152.0,1007.0,104815,182.334,8.554,844453,15.304
2021/05/29,35265.0,867691.0,395271,198216,0.194,50144374631.0,8.436,3.522,12.414,660212648100,362660.0,752.603,98843,174.881,6.142,759213,15.341
2021/05/30,35480.0,822636.0,347329,179651,0.232,20802851482.0,7.231,2.84,10.0,664252195015,213617.0,725.123,109381,166.52,3.912,872686,15.33
2021/05/31,36154.0,851276.0,438660,226328,0.233,18327950776.0,7.266,2.965,10.213,676917079507,179821.0,971.947,101203,159.077,4.911,854540,15.32
2021/06/01,36599.0,876479.0,460996,234419,0.225,15832474023.0,7.381,3.08,10.141,685277218798,232637.0,950.284,105694,154.136,5.06,765486,15.381
2021/06/02,37295.0,822467.0,486717,250423,0.25,15231918123.0,7.615,2.954,8.675,698342547256,171600.0,865.239,92542,151.86,4.7,987067,15.39
2021/06/03,38539.0,840977.0,510989,255474,0.233,16302020460.0,7.525,2.965,9.796,721683500606,184357.0,901.467,88708,151.003,5.152,897967,15.361
2021/06/04,37117.0,816280.0,462360,236541,0.224,14145960603.0,6.644,2.635,10.992,695083303397,161320.0,848.513,184618,164.596,4.92,783651,15.394
2021/06/05,36607.0,678168.0,385858,194449,0.219,11924103613.0,5.58,2.071,10.992,685563096433,143921.0,727.213,174730,146.617,3.496,673290,15.394
2021/06/06,35953.0,555768.0,335962,185155,0.231,35879034159.0,4.384,1.238,9.6,673343594122,346058.0,621.883,211698,157.12,2.354,601459,15.41
2021/06/07,35888.0,797353.0,439958,235346,0.212,44824530505.0,5.269,1.717,10.827,672150431023,328847.0,864.655,172116,148.63,3.993,779317,15.438
2021/06/08,32877.0,829248.0,471786,246757,0.214,53003807246.0,4.696,1.389,9.664,615783449609,336602.0,909.827,187281,208.864,3.649,868700,15.421
2021/06/09,34833.0,660581.0,423177,210785,0.176,21102438297.0,5.509,1.701,11.429,652449565591,218923.0,934.595,297825,188.982,4.064,662160,15.404
2021/06/10,36990.0,894428.0,510219,252865,0.253,16990772897.0,6.783,2.434,12.203,692877224653,206447.0,981.397,192780,165.833,5.918,818042,15.463
2021/06/11,36990.0,851566.0,444572,216397,0.224,15568015426.0,6.958,2.654,13.714,692902481846,250106.0,966.458,145724,135.713,5.843,775297,15.466
2021/06/12,35728.0,814843.0,405772,222642,0.242,9713889061.0,5.695,1.955,10.909,669294022300,161942.0,684.135,133446,121.405,4.127,871005,15.482
2021/06/13,36366.0,652100.0,330944,186966,0.241,9346095980.0,4.515,1.518,10.909,681281589858,230003.0,719.822,149747,126.118,2.738,639050,15.476
2021/06/14,39660.0,747005.0,428199,242281,0.245,18206157982.0,6.165,2.389,10.667,743028377231,243277.0,909.689,173293,160.737,4.275,815431,15.469
2021/06/15,40204.0,772973.0,443257,241730,0.261,23952675828.0,6.443,2.483,10.992,753240222538,233337.0,940.462,139190,132.192,4.52,861692,15.498
2021/06/16,39423.0,833040.0,442342,252814,0.267,23588807629.0,6.094,2.296,11.707,738639151118,250695.0,840.639,116771,120.196,4.84,828607,15.523
2021/06/17,38607.0,727840.0,416213,237595,0.253,20214651724.0,5.097,1.804,11.077,723389388008,254760.0,800.748,122733,110.871,3.719,745385,15.525
2021/06/18,37005.0,741348.0,393441,222794,0.23,18973472658.0,5.16,1.616,11.613,693409961312,258339.0,802.283,125163,113.67,3.856,734593,15.538
2021/06/19,35757.0,793686.0,336784,186939,0.217,11482251400.0,4.712,1.648,13.981,670039025889,206369.0,766.207,98521,99.747,3.687,586764,15.54
2021/06/20,35080.0,910868.0,308785,167144,0.226,10990052410.0,4.769,1.473,13.714,657384614358,268040.0,757.63,100940,114.277,3.348,536746,15.566
2021/06/21,33176.0,880447.0,384401,204945,0.225,21036373250.0,6.518,2.336,13.714,621724070499,282976.0,974.027,153833,165.516,5.784,708189,15.56
2021/06/22,32011.0,867356.0,385925,196432,0.196,24660356338.0,7.789,3.36,15.824,599911100740,315555.0,1159.0,153834,217.752,7.756,678287,15.567
2021/06/23,33745.0,867412.0,419947,232603,0.241,21319509002.0,8.131,3.634,14.257,632425086864,264341.0,979.438,125027,156.49,8.157,733559,15.607
2021/06/24,33747.0,858685.0,411788,233173,0.239,21994140039.0,6.949,3.21,13.714,632484258208,268789.0,832.159,105656,132.941,6.821,734265,15.603
2021/06/25,33376.0,854211.0,391933,218135,0.229,32555007021.0,6.754,3.022,13.091,625547023191,363718.0,839.518,154086,136.265,6.036,738824,15.594
2021/06/26,31488.0,857993.0,324459,181539,0.183,25062597251.0,5.102,2.135,16.18,590174775638,307811.0,690.79,105096,122.604,5.025,589898,15.583
2021/06/27,33067.0,856535.0,255643,121480,0.17,13797785546.0,7.121,3.074,24.828,619794797592,347266.0,1032.0,122259,120.708,6.734,473970,15.598
2021/06/28,34472.0,874448.0,425476,220912,0.306,18763855073.0,8.373,3.917,16.364,646150411692,260018.0,967.045,128407,122.94,8.891,633796,15.599
2021/06/29,35544.0,864572.0,411674,205526,0.23,19715504596.0,9.192,4.496,16.0,666249595423,237973.0,988.299,120506,120.518,8.637,695330,15.607
2021/06/30,34930.0,878429.0,416484,215216,0.243,18186919492.0,9.919,4.665,16.364,654769452314,196531.0,947.62,110739,109.874,10.004,699872,15.615
2021/07/01,33731.0,867533.0,461838,233587,0.257,17750818544.0,10.654,4.886,15.0,632314327003,241264.0,883.226,110932,100.573,10.954,681470,15.592
2021/07/02,33285.0,848679.0,392516,188478,0.209,19384762039.0,10.942,5.273,16.0,623960578643,305908.0,976.801,101685,95.593,9.927,725046,15.508
2021/07/03,34298.0,847517.0,412124,237336,0.377,14008134344.0,8.555,4.087,11.339,642980671846,187228.0,634.422,92900,93.865,6.944,843046,15.374
2021/07/04,35271.0,851217.0,329197,171735,0.293,16911631191.0,8.92,3.886,12.522,661245376932,325788.0,760.977,85810,93.621,5.702,741258,15.389
2021/07/05,34100.0,802957.0,394868,223628,0.336,11573468700.0,7.25,2.661,10.909,639324786352,219568.0,789.405,88486,96.809,5.452,764497,15.389
2021/07/06,34153.0,729448.0,427151,228137,0.333,13142508309.0,7.047,2.779,10.141,640354620273,199415.0,810.878,95429,93.197,5.04,741669,15.398
2021/07/07,34557.0,720248.0,423969,221104,0.282,14520960137.0,5.915,2.068,11.707,647948224671,207074.0,864.741,111493,87.59,4.695,695389,15.347
2021/07/08,32896.0,629806.0,430843,230580,0.322,14185080053.0,4.177,1.48,10.36,616834593900,463739.0,784.864,108695,95.419,3.262,721103,15.341
2021/07/09,33163.0,697908.0,430067,227380,0.29,11977635901.0,3.92,1.274,10.992,621870272232,499498.0,751.882,98121,88.519,3.18,692997,15.339
2021/07/10,33705.0,473565.0,359242,187102,0.322,11207445474.0,3.458,0.914,8.944,632067403756,333989.0,653.954,85014,78.841,1.873,622112,15.352
2021/07/11,33795.0,614220.0,316578,166019,0.275,8296909419.0,3.773,1.004,11.52,633776724844,378164.0,620.816,70863,77.156,2.319,617224,15.35
2021/07/12,33701.0,707312.0,414366,220143,0.306,13988662044.0,4.397,1.318,11.429,632055289138,256595.0,751.644,98470,88.491,3.521,724554,15.332
2021/07/13,32855.0,690794.0,406438,229780,0.311,12192358830.0,4.537,1.27,10.588,616217393641,216536.0,750.624,141201,88.205,3.601,690550,15.332
2021/07/14,32489.0,525158.0,422466,236047,0.325,11986762432.0,3.429,1.004,8.471,609375766118,206898.0,716.436,98812,92.291,2.293,711381,15.327
2021/07/15,32109.0,739841.0,429187,226106,0.248,16363800845.0,3.227,0.77,11.25,602284376905,262533.0,794.361,92346,91.168,2.763,714198,15.332
2021/07/16,31750.0,562742.0,413909,223316,0.297,12231055118.0,2.458,0.574,9.6,595575743867,259940.0,715.468,86926,91.803,1.812,661189,15.355
2021/07/17,31556.0,475044.0,339875,181904,0.262,15303994562.0,2.188,0.415,10.07,591956104990,322240.0,629.852,73357,83.576,1.393,548038,15.233
2021/07/18,31763.0,480527.0,307130,160978,0.298,7945136415.0,2.38,0.325,10.0,595880906407,231237.0,644.551,75089,81.711,1.324,535632,15.22
2021/07/19,31188.0,557230.0,413339,226633,0.333,11001232041.0,2.614,0.267,8.471,585114953256,247413.0,719.669,83081,100.791,1.758,738844,15.227
2021/07/20,29837.0,817866.0,425501,230387,0.228,12601597123.0,2.308,0.353,11.803,559789752886,235672.0,777.263,102358,124.496,2.285,710781,15.181
2021/07/21,31172.0,711925.0,426461,235535,0.306,14264112899.0,1.914,0.301,9.931,584867227348,248098.0,767.957,150305,117.319,1.572,712527,15.158
2021/07/22,32128.0,561123.0,426408,230129,0.314,10648872815.0,1.984,0.247,9.412,602834558265,252322.0,712.937,106901,104.271,1.465,665540,15.183
2021/07/23,32475.0,638088.0,437264,230995,0.294,10287516807.0,2.716,0.258,10.667,609373513407,246200.0,683.385,87678,90.42,2.24,689222,15.18
2021/07/24,33847.0,506810.0,371912,197937,0.326,7584319588.0,2.192,0.229,9.351,635163309830,256729.0,650.839,97003,91.042,1.315,644547,15.17
2021/07/25,34348.0,463352.0,322024,174382,0.321,7835218282.0,1.917,0.231,9.412,644586044676,288217.0,608.537,83272,93.078,1.009,562016,15.151
2021/07/26,38286.0,697658.0,468668,261800,0.336,24605521087.0,2.673,0.462,9.6,718520390898,336028.0,882.946,184548,169.303,1.914,813251,15.11
2021/07/27,37661.0,594238.0,447660,255051,0.391,21887177113.0,2.373,0.505,8.471,706832144261,1092226.0,771.424,128220,125.001,1.491,797193,15.0
2021/07/28,39851.0,596190.0,448108,251066,0.344,45988099702.0,2.468,0.466,9.172,747980591042,645911.0,833.385,133752,119.1,1.561,749531,14.987
2021/07/29,39851.0,602587.0,459135,262452,0.395,22401730826.0,2.277,0.312,9.0,748021938925,396529.0,712.221,106512,105.66,1.478,772990,14.895
2021/07/30,39610.0,561745.0,470116,255251,0.359,20108147405.0,2.261,0.345,8.675,743541114237,280874.0,694.174,93955,100.997,1.386,726731,14.868
2021/07/31,41622.0,496825.0,385417,207190,0.362,12064269201.0,2.255,0.276,9.114,781349094171,410605.0,691.734,88543,105.527,1.125,643203,14.848
2021/08/01,41514.0,466881.0,339362,185003,0.346,69691989237.0,2.157,0.274,9.351,779359867404,737733.0,683.125,103030,100.899,0.99,598204,14.841
2021/08/02,39591.0,701183.0,428583,239134,0.354,38315782047.0,2.232,0.304,10.07,743284874676,447971.0,770.782,118549,98.758,1.487,795364,14.849
2021/08/03,38471.0,528978.0,440469,246029,0.352,26167556495.0,2.001,0.278,8.521,722313174585,388909.0,774.916,103494,93.233,1.198,738401,14.888
2021/08/04,38711.0,667680.0,434247,239460,0.312,28799684315.0,2.436,0.519,10.588,726838011932,383513.0,786.625,97689,91.483,1.743,719948,14.872
2021/08/05,39416.0,570476.0,448142,246015,0.372,19990546354.0,2.386,0.488,9.0,740113897459,294166.0,789.242,95549,92.621,1.468,744311,14.866
2021/08/06,41331.0,598875.0,468668,260651,0.355,29649779169.0,2.256,0.411,9.057,776120796444,317649.0,733.198,104769,100.373,1.413,764598,14.873
2021/08/07,43524.0,471340.0,380343,212062,0.397,11388119961.0,2.132,0.295,8.623,817356157942,387330.0,715.536,110473,109.229,0.986,649344,14.855
2021/08/08,44325.0,467550.0,345303,191465,0.374,13029681500.0,2.277,0.294,9.114,832429516552,406420.0,695.9,97178,112.474,0.987,623887,14.873
2021/08/09,44866.0,640799.0,448082,252508,0.377,28959854958.0,2.405,0.38,9.474,842628229952,341058.0,792.835,121767,121.86,1.406,731312,14.93
2021/08/10,45589.0,585645.0,460494,260803,0.416,17864382694.0,2.44,0.378,8.727,856262102425,321061.0,782.737,113397,117.6,1.336,777299,14.92
2021/08/11,46075.0,656858.0,466829,262290,0.37,18586507731.0,2.33,0.417,9.796,865432703393,396221.0,813.431,99731,119.824,1.424,730122,14.937
2021/08/12,44927.0,612602.0,453385,250810,0.414,15096873420.0,2.301,0.45,9.536,843915403742,338771.0,750.856,98097,109.761,1.343,736917,14.954
2021/08/13,46133.0,710269.0,477233,260482,0.37,16937459456.0,4.176,0.93,10.141,866611894376,294295.0,786.812,98133,109.677,2.589,779165,14.961
2021/08/14,47095.0,462826.0,381246,208910,0.409,11714262228.0,2.456,0.455,8.78,884731579270,393612.0,707.311,81771,105.016,1.053,654208,14.973
2021/08/15,46413.0,457248.0,339706,186057,0.405,18282906930.0,2.427,0.334,7.912,871968687669,442226.0,694.865,77118,96.101,0.849,565199,14.978
2021/08/16,46913.0,667347.0,459064,263368,0.352,15351397427.0,2.909,0.412,8.944,881412981081,417099.0,762.003,99378,104.306,1.598,827154,15.023
2021/08/17,45963.0,732619.0,457754,257594,0.392,11975769171.0,2.793,0.393,8.372,863609146048,430103.0,818.145,98097,99.9,1.436,858443,15.026
2021/08/18,45125.0,741909.0,448133,247198,0.32,17202829312.0,2.813,0.512,10.667,847906179819,498242.0,797.566,96506,95.466,1.795,741448,15.019
2021/08/19,45200.0,680574.0,454704,253293,0.404,13822705375.0,2.304,0.389,9.351,849347810034,460364.0,759.619,102697,92.691,1.324,740851,15.017
2021/08/20,47750.0,689030.0,497408,271677,0.379,24954340027.0,2.768,0.547,9.0,897321828386,404216.0,810.311,113364,107.592,1.551,824065,15.021
2021/08/21,49017.0,532999.0,393660,219237,0.417,23747076314.0,2.553,0.465,8.471,921171812292,541917.0,717.271,83918,102.617,1.064,708347,15.038
2021/08/22,48868.0,499923.0,336240,190467,0.394,11541042360.0,2.983,0.684,8.78,918424724757,463883.0,635.285,79512,96.934,1.122,613683,15.05
2021/08/23,49864.0,542784.0,466625,270539,0.464,53191547551.0,2.642,0.463,7.31,937213405776,584248.0,836.929,139656,123.695,1.152,853732,14.985
2021/08/24,48904.0,656441.0,463180,263830,0.335,52668878665.0,2.781,0.602,9.351,919215446844,1510898.0,760.232,119165,113.625,1.536,801471,15.039
2021/08/25,48247.0,574399.0,460923,262849,0.38,57502348789.0,2.36,0.545,9.0,906914602693,773888.0,738.462,98782,99.196,1.27,759714,15.081
2021/08/26,47348.0,603328.0,458555,258444,0.329,93194817121.0,2.121,0.341,9.863,890054174396,861119.0,734.31,87815,97.548,1.253,737855,15.106
2021/08/27,47710.0,608296.0,462342,256667,0.335,99323061969.0,2.215,0.396,9.863,896912530746,728542.0,736.769,97836,92.068,1.29,700089,15.09
2021/08/28,48876.0,559167.0,399010,218127,0.341,88194000258.0,2.398,0.372,10.213,918875961855,783619.0,628.06,79411,82.745,1.201,662076,15.091
